Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,city,city_ascii,Latitude,Longitude,country,iso2,iso3,admin_name,capital,population,id
India,Rehli,157,Unhealthy,1,Good,37,Good,0,Good,157,Unhealthy,Rehli,Rehli,23.63,79.08,India,IN,IND,Madhya Pradesh,,30329.0,1356969347.0
Switzerland,Renens,39,Good,1,Good,25,Good,1,Good,39,Good,Renens,Renens,46.5333,6.5833,Switzerland,CH,CHE,Vaud,minor,20927.0,1756264043.0
Brazil,Resplendor,47,Good,1,Good,1,Good,4,Good,47,Good,Resplendor,Resplendor,-19.3258,-41.255,Brazil,BR,BRA,Minas Gerais,minor,17226.0,1076246144.0
Germany,Ritterhude,31,Good,0,Good,30,Good,1,Good,31,Good,Ritterhude,Ritterhude,53.1831,8.7561,Germany,DE,DEU,Bremen,,14942.0,1276391599.0
Belgium,Rochefort,32,Good,1,Good,24,Good,3,Good,32,Good,Rochefort,Rochefort,50.159,5.2231,Belgium,BE,BEL,Wallonia,,12554.0,1056032806.0
Finland,Rovaniemi,29,Good,1,Good,29,Good,0,Good,15,Good,Rovaniemi,Rovaniemi,66.5,25.7333,Finland,FI,FIN,Lappi,admin,65329.0,1246718173.0
Italy,Rozzano,64,Moderate,1,Good,40,Good,3,Good,64,Moderate,Rozzano,Rozzano,45.3833,9.15,Italy,IT,ITA,Lombardy,,41240.0,1380496948.0
Ghana,Salaga,55,Moderate,2,Good,9,Good,0,Good,55,Moderate,Salaga,Salaga,8.5508,-0.5187,Ghana,GH,GHA,Savannah,,25472.0,1288387076.0
South Africa,Saldanha,66,Moderate,1,Good,19,Good,1,Good,66,Moderate,Saldanha,Saldanha,-32.9978,17.9456,South Africa,ZA,ZAF,Western Cape,,28142.0,1710078862.0
Spain,Salt,35,Good,1,Good,24,Good,3,Good,35,Good,Salt,Salt,41.9761,2.7881,Spain,ES,ESP,Catalonia,,33904.0,1724677327.0
Mexico,Saltillo,48,Good,1,Good,16,Good,2,Good,48,Good,Saltillo,Saltillo,25.4231,-100.9919,Mexico,MX,MEX,Coahuila,admin,864431.0,1484107245.0
Colombia,San Alberto,63,Moderate,2,Good,7,Good,3,Good,63,Moderate,San Alberto,San Alberto,7.7525,-73.3892,Colombia,CO,COL,Cesar,minor,26551.0,1170270470.0
Italy,San Giovanni Lupatoto,60,Moderate,1,Good,40,Good,3,Good,60,Moderate,San Giovanni Lupatoto,San Giovanni Lupatoto,45.3833,11.0333,Italy,IT,ITA,Veneto,,25341.0,1380942958.0
Costa Rica,San Rafael Abajo,94,Moderate,3,Good,4,Good,14,Good,94,Moderate,San Rafael Abajo,San Rafael Abajo,9.8943,-84.0837,Costa Rica,CR,CRI,San José,,23283.0,1188603380.0
Guatemala,Sanarate,65,Moderate,2,Good,19,Good,3,Good,65,Moderate,Sanarate,Sanarate,14.795,-90.1922,Guatemala,GT,GTM,El Progreso,minor,42422.0,1320227243.0
Poland,Sandomierz,36,Good,1,Good,30,Good,1,Good,36,Good,Sandomierz,Sandomierz,50.6833,21.75,Poland,PL,POL,Świętokrzyskie,minor,22189.0,1616893663.0
India,Sherkot,240,Very Unhealthy,6,Good,156,Unhealthy,9,Good,240,Very Unhealthy,Sherkot,Sherkot,29.35,78.58,India,IN,IND,Uttar Pradesh,,62226.0,1356441053.0
Japan,Shiraoka,48,Good,1,Good,48,Good,3,Good,22,Good,Shiraoka,Shiraoka,36.0191,139.6769,Japan,JP,JPN,Saitama,,52103.0,1392337140.0
India,Sironj,154,Unhealthy,1,Good,38,Good,0,Good,154,Unhealthy,Sironj,Sironj,24.1031,77.6905,India,IN,IND,Madhya Pradesh,,52460.0,1356323821.0
Nicaragua,Siuna,25,Good,1,Good,11,Good,0,Good,25,Good,Siuna,Siuna,13.7333,-84.7667,Nicaragua,NI,NIC,Costa Caribe Norte,minor,64092.0,1558482501.0
India,Sardulgarh,500,Hazardous,1,Good,40,Good,1,Good,500,Hazardous,Sardulgarh,Sardulgarh,29.697,75.2388,India,IN,IND,Punjab,,40000.0,1356456046.0
Ghana,Savelugu,52,Moderate,2,Good,5,Good,1,Good,52,Moderate,Savelugu,Savelugu,9.6244,-0.8253,Ghana,GH,GHA,Northern,,38074.0,1288849459.0
Germany,Schwalbach,31,Good,0,Good,31,Good,1,Good,26,Good,Schwalbach,Schwalbach,49.2833,6.8167,Germany,DE,DEU,Saarland,,17208.0,1276949643.0
Spain,Segovia,34,Good,1,Good,20,Good,3,Good,34,Good,Segovia,Segovia,40.9481,-4.1183,Spain,ES,ESP,Castille-Leon,minor,51525.0,1724953497.0
Pakistan,Sehwan,162,Unhealthy,1,Good,39,Good,0,Good,162,Unhealthy,Sehwan,Sehwan,26.4193,67.8594,Pakistan,PK,PAK,Sindh,,75167.0,1586916835.0
Italy,Settimo Torinese,72,Moderate,2,Good,23,Good,8,Good,72,Moderate,Settimo Torinese,Settimo Torinese,45.1333,7.7667,Italy,IT,ITA,Piedmont,,45840.0,1380123933.0
Japan,Settsu,46,Good,1,Good,46,Good,0,Good,23,Good,Settsu,Settsu,34.7772,135.5622,Japan,JP,JPN,Ōsaka,,86168.0,1392003111.0
Malaysia,Shah Alam,78,Moderate,2,Good,43,Good,2,Good,78,Moderate,Shah Alam,Shah Alam,3.0667,101.55,Malaysia,MY,MYS,Selangor,admin,584340.0,1458194263.0
India,Shahdol,175,Unhealthy,1,Good,39,Good,0,Good,175,Unhealthy,Shahdol,Shahdol,23.28,81.35,India,IN,IND,Madhya Pradesh,,86681.0,1356191462.0
China,Shanghai,156,Unhealthy,4,Good,156,Unhealthy,8,Good,152,Unhealthy,Shanghai,Shanghai,31.2286,121.4747,China,CN,CHN,Shanghai,admin,24073000.0,1156073548.0
Japan,Shibukawa,43,Good,1,Good,43,Good,0,Good,18,Good,Shibukawa,Shibukawa,36.3894,139.0633,Japan,JP,JPN,Gunma,,73064.0,1392987761.0
Brazil,Sobral,56,Moderate,1,Good,6,Good,4,Good,56,Moderate,Sobral,Sobral,-3.6861,-40.3497,Brazil,BR,BRA,Ceará,minor,210711.0,1076577102.0
Italy,Parabiago,68,Moderate,1,Good,37,Good,4,Good,68,Moderate,Parabiago,Parabiago,45.554,8.9484,Italy,IT,ITA,Lombardy,,27723.0,1380735720.0
India,Parbhani,128,Unhealthy for Sensitive Groups,1,Good,30,Good,0,Good,128,Unhealthy for Sensitive Groups,Parbhani,Parbhani,19.27,76.78,India,IN,IND,Mahārāshtra,,307170.0,1356632842.0
Australia,Parkes,21,Good,0,Good,21,Good,0,Good,10,Good,Parkes,Parkes,-33.1333,148.1667,Australia,AU,AUS,New South Wales,,9832.0,1036977270.0
Spain,Parla,50,Good,1,Good,14,Good,7,Good,50,Good,Parla,Parla,40.2372,-3.7742,Spain,ES,ESP,Madrid,,134833.0,1724153608.0
Ecuador,Pasaje,53,Moderate,1,Good,11,Good,3,Good,53,Moderate,Pasaje,Pasaje,-3.3269,-79.8049,Ecuador,EC,ECU,El Oro,,60147.0,1218997966.0
Brazil,Penha,57,Moderate,2,Good,4,Good,6,Good,57,Moderate,Penha,Penha,-26.7689,-48.6458,Brazil,BR,BRA,Santa Catarina,minor,33663.0,1076551669.0
Italy,Pesaro,47,Good,1,Good,47,Good,1,Good,28,Good,Pesaro,Pesaro,43.9102,12.9133,Italy,IT,ITA,Marche,minor,95376.0,1380435770.0
Germany,Pfungstadt,31,Good,0,Good,31,Good,1,Good,25,Good,Pfungstadt,Pfungstadt,49.8056,8.6044,Germany,DE,DEU,Hesse,,25299.0,1276568312.0
India,Phaltan,103,Unhealthy for Sensitive Groups,0,Good,27,Good,0,Good,103,Unhealthy for Sensitive Groups,Phaltan,Phaltan,17.98,74.43,India,IN,IND,Mahārāshtra,,52118.0,1356097873.0
Brazil,Pires Do Rio,30,Good,1,Good,8,Good,2,Good,30,Good,Pires Do Rio,Pires do Rio,-17.3008,-48.28,Brazil,BR,BRA,Goiás,minor,32373.0,1076357135.0
Brazil,Porto Real,94,Moderate,3,Good,0,Good,8,Good,94,Moderate,Porto Real,Porto Real,-22.42,-44.29,Brazil,BR,BRA,Rio de Janeiro,minor,20373.0,1076140508.0
Germany,Sondershausen,34,Good,0,Good,28,Good,2,Good,34,Good,Sondershausen,Sondershausen,51.3667,10.8667,Germany,DE,DEU,Thuringia,minor,21183.0,1276468586.0
Thailand,Song Phi Nong,35,Good,0,Good,22,Good,0,Good,35,Good,Song Phi Nong,Song Phi Nong,14.2241,100.0209,Thailand,TH,THA,Suphan Buri,minor,12926.0,1764684967.0
Jamaica,Spanish Town,103,Unhealthy for Sensitive Groups,1,Good,19,Good,3,Good,103,Unhealthy for Sensitive Groups,Spanish Town,Spanish Town,17.9959,-76.9551,Jamaica,JM,JAM,Saint Catherine,admin,131056.0,1388689196.0
Germany,Stockach,42,Good,1,Good,25,Good,2,Good,42,Good,Stockach,Stockach,47.8514,9.0114,Germany,DE,DEU,Baden-Württemberg,,17402.0,1276190104.0
Canada,Strathroy,58,Moderate,1,Good,35,Good,6,Good,58,Moderate,Strathroy,Strathroy,42.9558,-81.6226,Canada,CA,CAN,Ontario,,16056.0,1124990299.0
China,Baicheng,130,Unhealthy for Sensitive Groups,4,Good,27,Good,9,Good,130,Unhealthy for Sensitive Groups,Baicheng,Baicheng,23.903,106.619,China,CN,CHN,Guangxi,minor,3571505.0,1156981113.0
China,Baicheng,130,Unhealthy for Sensitive Groups,4,Good,27,Good,9,Good,130,Unhealthy for Sensitive Groups,Baicheng,Baicheng,45.62,122.838,China,CN,CHN,Jilin,minor,1551378.0,1156435764.0
China,Baicheng,130,Unhealthy for Sensitive Groups,4,Good,27,Good,9,Good,130,Unhealthy for Sensitive Groups,Baicheng,Baicheng,41.7957,81.8715,China,CN,CHN,Xinjiang,minor,49207.0,1156826835.0
Italy,Battipaglia,64,Moderate,1,Good,64,Moderate,0,Good,52,Moderate,Battipaglia,Battipaglia,40.6167,14.9833,Italy,IT,ITA,Campania,,49415.0,1380725331.0
Italy,Beinasco,77,Moderate,1,Good,54,Moderate,0,Good,77,Moderate,Beinasco,Beinasco,45.0221,7.5794,Italy,IT,ITA,Piedmont,,17406.0,1380688508.0
Cuba,Bejucal,43,Good,1,Good,43,Good,0,Good,31,Good,Bejucal,Bejucal,22.9328,-82.3869,Cuba,CU,CUB,Mayabeque,minor,28205.0,1192816073.0
France,Belfort,63,Moderate,1,Good,49,Good,0,Good,63,Moderate,Belfort,Belfort,47.64,6.85,France,FR,FRA,Bourgogne-Franche-Comté,minor,45646.0,1250108238.0
Ukraine,Berehove,61,Moderate,1,Good,52,Moderate,0,Good,61,Moderate,Berehove,Berehove,48.2056,22.6472,Ukraine,UA,UKR,Zakarpatska Oblast,minor,23325.0,1804040318.0
India,Bhainsa,173,Unhealthy,2,Good,29,Good,5,Good,173,Unhealthy,Bhainsa,Bhainsa,19.1,77.9667,India,IN,IND,Andhra Pradesh,,49764.0,1356798697.0
Brazil,Bicas,36,Good,0,Good,23,Good,0,Good,36,Good,Bicas,Bicas,-21.725,-43.0589,Brazil,BR,BRA,Minas Gerais,minor,14554.0,1076204929.0
France,Blagnac,44,Good,1,Good,38,Good,1,Good,44,Good,Blagnac,Blagnac,43.6364,1.3906,France,FR,FRA,Occitanie,,27314.0,1250134186.0
Germany,Bobingen,66,Moderate,1,Good,58,Moderate,0,Good,66,Moderate,Bobingen,Bobingen,48.2667,10.8167,Germany,DE,DEU,Bavaria,,18022.0,1276277241.0
Kazakhstan,Boralday,79,Moderate,2,Good,15,Good,11,Good,79,Moderate,Boralday,Boralday,43.3603,76.8578,Kazakhstan,KZ,KAZ,Almaty,,27188.0,1398737190.0
Brazil,Botucatu,74,Moderate,1,Good,21,Good,1,Good,74,Moderate,Botucatu,Botucatu,-22.8858,-48.445,Brazil,BR,BRA,São Paulo,minor,139483.0,1076113865.0
France,Bourges,58,Moderate,1,Good,38,Good,0,Good,58,Moderate,Bourges,Bourges,47.0844,2.3964,France,FR,FRA,Centre-Val de Loire,minor,64238.0,1250043242.0
Italy,Bressanone,54,Moderate,1,Good,43,Good,0,Good,54,Moderate,Bressanone,Bressanone,46.7165,11.6579,Italy,IT,ITA,Trentino-Alto Adige,,22816.0,1380666737.0
Switzerland,Burgdorf,51,Moderate,1,Good,46,Good,0,Good,51,Moderate,Burgdorf,Burgdorf,47.0567,7.6264,Switzerland,CH,CHE,Bern,,16420.0,1756999920.0
Italy,Cadoneghe,87,Moderate,1,Good,63,Moderate,0,Good,87,Moderate,Cadoneghe,Cadoneghe,45.45,11.9333,Italy,IT,ITA,Veneto,,15801.0,1380080342.0
Colombia,Caicedonia,71,Moderate,1,Good,25,Good,1,Good,71,Moderate,Caicedonia,Caicedonia,4.3333,-75.8333,Colombia,CO,COL,Valle del Cauca,minor,28825.0,1170729476.0
Italy,Caivano,71,Moderate,1,Good,71,Moderate,0,Good,56,Moderate,Caivano,Caivano,40.95,14.3,Italy,IT,ITA,Campania,,35874.0,1380551654.0
Colombia,Campoalegre,27,Good,1,Good,6,Good,0,Good,27,Good,Campoalegre,Campoalegre,2.6867,-75.3256,Colombia,CO,COL,Huila,minor,34923.0,1170655224.0
Brazil,Campos Belos,20,Good,0,Good,20,Good,0,Good,18,Good,Campos Belos,Campos Belos,-13.0369,-46.7719,Brazil,BR,BRA,Goiás,minor,18108.0,1076340789.0
Italy,Camposampiero,86,Moderate,1,Good,60,Moderate,0,Good,86,Moderate,Camposampiero,Camposampiero,45.5667,11.9333,Italy,IT,ITA,Veneto,,11817.0,1380620139.0
Brazil,Capanema,22,Good,0,Good,19,Good,0,Good,22,Good,Capanema,Capanema,-1.1958,-47.1808,Brazil,BR,BRA,Pará,minor,70394.0,1076799309.0
Brazil,Capanema,22,Good,0,Good,19,Good,0,Good,22,Good,Capanema,Capanema,-25.6719,-53.8089,Brazil,BR,BRA,Paraná,minor,20481.0,1076374663.0
Spain,Carballo,30,Good,1,Good,30,Good,3,Good,28,Good,Carballo,Carballo,43.2167,-8.6833,Spain,ES,ESP,Galicia,,31595.0,1724180814.0
Philippines,Cardona,120,Unhealthy for Sensitive Groups,2,Good,30,Good,6,Good,120,Unhealthy for Sensitive Groups,Cardona,Cardona,14.4861,121.2289,Philippines,PH,PHL,Rizal,,50143.0,1608017809.0
Switzerland,Carouge,60,Moderate,1,Good,42,Good,0,Good,60,Moderate,Carouge,Carouge,46.1833,6.1333,Switzerland,CH,CHE,Genève,,22336.0,1756165206.0
Italy,Certaldo,80,Moderate,1,Good,80,Moderate,0,Good,40,Good,Certaldo,Certaldo,43.5478,11.0411,Italy,IT,ITA,Tuscany,,15515.0,1380404782.0
Pakistan,Chitral,71,Moderate,1,Good,7,Good,1,Good,71,Moderate,Chitral,Chitral,35.8461,71.7858,Pakistan,PK,PAK,Khyber Pakhtunkhwa,minor,49780.0,1586861716.0
Thailand,Chok Chai,72,Moderate,2,Good,22,Good,3,Good,72,Moderate,Chok Chai,Chok Chai,14.7333,102.1667,Thailand,TH,THA,Nakhon Ratchasima,minor,8793.0,1764008665.0
India,Chopda,134,Unhealthy for Sensitive Groups,1,Good,34,Good,2,Good,134,Unhealthy for Sensitive Groups,Chopda,Chopda,21.25,75.3,India,IN,IND,Mahārāshtra,,72783.0,1356848092.0
Italy,Cividale Del Friuli,76,Moderate,1,Good,47,Good,0,Good,76,Moderate,Cividale Del Friuli,Cividale del Friuli,46.0905,13.435,Italy,IT,ITA,Friuli Venezia Giulia,,10815.0,1380392084.0
Canada,White Rock,71,Moderate,2,Good,22,Good,12,Good,71,Moderate,White Rock,White Rock,49.025,-122.8028,Canada,CA,CAN,British Columbia,,109167.0,1124260555.0
Somalia,Xuddur,55,Moderate,0,Good,20,Good,0,Good,55,Moderate,Xuddur,Xuddur,4.12,43.8878,Somalia,SO,SOM,Bakool,admin,85500.0,1706568226.0
Japan,Yaizu,67,Moderate,2,Good,29,Good,7,Good,67,Moderate,Yaizu,Yaizu,34.8669,138.3247,Japan,JP,JPN,Shizuoka,,136028.0,1392569740.0
Mexico,Zacatepec,68,Moderate,1,Good,23,Good,3,Good,68,Moderate,Zacatepec,Zacatepec,18.6833,-99.1833,Mexico,MX,MEX,Morelos,minor,36159.0,1484549065.0
Italy,Zagarolo,72,Moderate,1,Good,72,Moderate,0,Good,42,Good,Zagarolo,Zagarolo,41.8333,12.8333,Italy,IT,ITA,Lazio,,18483.0,1380250264.0
Austria,Zell Am See,57,Moderate,1,Good,48,Good,0,Good,57,Moderate,Zell Am See,Zell am See,47.3167,12.8,Austria,AT,AUT,Salzburg,minor,9762.0,1040352901.0
China,Zhangjiakou,160,Unhealthy,2,Good,18,Good,22,Good,160,Unhealthy,Zhangjiakou,Zhangjiakou,40.769,114.886,China,CN,CHN,Hebei,minor,4118908.0,1156800221.0
Germany,Zirndorf,62,Moderate,1,Good,52,Moderate,0,Good,62,Moderate,Zirndorf,Zirndorf,49.45,10.95,Germany,DE,DEU,Bavaria,,26257.0,1276906291.0
Burkina Faso,Zorgo,61,Moderate,1,Good,28,Good,0,Good,61,Moderate,Zorgo,Zorgo,12.25,-0.6167,Burkina Faso,BF,BFA,Plateau-Central,minor,35406.0,1854077108.0
Liberia,Zwedru,17,Good,0,Good,17,Good,0,Good,16,Good,Zwedru,Zwedru,6.0667,-8.1333,Liberia,LR,LBR,Grand Gedeh,admin,23903.0,1430130578.0
France,Amilly,67,Moderate,1,Good,19,Good,4,Good,67,Moderate,Amilly,Amilly,47.9742,2.7708,France,FR,FRA,Centre-Val de Loire,,13432.0,1250170473.0
Turkey,Anamur,45,Good,1,Good,45,Good,0,Good,36,Good,Anamur,Anamur,36.0243,32.8026,Turkey,TR,TUR,Mersin,minor,65920.0,1792088719.0
Ukraine,Apostolove,38,Good,1,Good,38,Good,1,Good,31,Good,Apostolove,Apostolove,47.6594,33.7167,Ukraine,UA,UKR,Dnipropetrovska Oblast,minor,16356.0,1804423281.0
Brazil,Arari,49,Good,1,Good,7,Good,0,Good,49,Good,Arari,Arari,-3.4539,-44.78,Brazil,BR,BRA,Maranhão,minor,29472.0,1076577900.0
Italy,Ariccia,53,Moderate,2,Good,39,Good,7,Good,53,Moderate,Ariccia,Ariccia,41.7167,12.6667,Italy,IT,ITA,Lazio,,17987.0,1380585218.0
Ireland,Arklow,33,Good,0,Good,31,Good,1,Good,33,Good,Arklow,Arklow,52.7941,-6.1649,Ireland,IE,IRL,Wicklow,,13399.0,1372998803.0
Italy,Ascoli Piceno,75,Moderate,1,Good,35,Good,5,Good,75,Moderate,Ascoli Piceno,Ascoli Piceno,42.8547,13.5753,Italy,IT,ITA,Marche,minor,45571.0,1380216238.0
France,Autun,151,Unhealthy,1,Good,30,Good,2,Good,151,Unhealthy,Autun,Autun,46.9517,4.2994,France,FR,FRA,Bourgogne-Franche-Comté,minor,13144.0,1250474820.0
Germany,Babenhausen,68,Moderate,1,Good,36,Good,3,Good,68,Moderate,Babenhausen,Babenhausen,49.9667,8.95,Germany,DE,DEU,Hesse,,17579.0,1276006345.0
Germany,Bad Essen,34,Good,0,Good,34,Good,1,Good,20,Good,Bad Essen,Bad Essen,52.3214,8.34,Germany,DE,DEU,Lower Saxony,,16377.0,1276585776.0
Germany,Bad Hersfeld,62,Moderate,1,Good,38,Good,2,Good,62,Moderate,Bad Hersfeld,Bad Hersfeld,50.8683,9.7075,Germany,DE,DEU,Hesse,minor,30770.0,1276923242.0
Brazil,Baixo Guandu,52,Moderate,1,Good,8,Good,3,Good,52,Moderate,Baixo Guandu,Baixo Guandu,-19.5189,-41.0158,Brazil,BR,BRA,Espírito Santo,minor,27819.0,1076851088.0
India,Bandora,81,Moderate,0,Good,23,Good,0,Good,81,Moderate,Bandora,Bandora,15.4082,73.9813,India,IN,IND,Goa,,16192.0,1356770456.0
Philippines,Barotac Nuevo,47,Good,1,Good,22,Good,0,Good,47,Good,Barotac Nuevo,Barotac Nuevo,10.9,122.7,Philippines,PH,PHL,Iloilo,,58176.0,1608457314.0
Philippines,Bato,57,Moderate,1,Good,26,Good,0,Good,57,Moderate,Bato,Bato,13.3578,123.3678,Philippines,PH,PHL,Camarines Sur,,52155.0,1608558575.0
Philippines,Bato,57,Moderate,1,Good,26,Good,0,Good,57,Moderate,Bato,Bato,13.6,124.3,Philippines,PH,PHL,Catanduanes,,21748.0,1608668224.0
Philippines,Bay,53,Moderate,1,Good,23,Good,1,Good,53,Moderate,Bay,Bay,14.18,121.28,Philippines,PH,PHL,Laguna,,67182.0,1608468352.0
South Africa,Bethlehem,59,Moderate,2,Good,20,Good,1,Good,59,Moderate,Bethlehem,Bethlehem,-28.224,28.311,South Africa,ZA,ZAF,Free State,,16236.0,1710750307.0
Malta,Birkirkara,45,Good,1,Good,45,Good,0,Good,28,Good,Birkirkara,Birkirkara,35.8967,14.4625,Malta,MT,MLT,Birkirkara,admin,24356.0,1470754290.0
Chad,Bitkine,37,Good,2,Good,15,Good,0,Good,37,Good,Bitkine,Bitkine,11.9817,18.2125,Chad,TD,TCD,Guéra,,18495.0,1148547709.0
France,Bolbec,43,Good,1,Good,32,Good,2,Good,43,Good,Bolbec,Bolbec,49.57,0.47,France,FR,FRA,Normandie,,11618.0,1250933047.0
Italy,Bondeno,69,Moderate,2,Good,27,Good,10,Good,69,Moderate,Bondeno,Bondeno,44.8894,11.4154,Italy,IT,ITA,Emilia-Romagna,,13738.0,1380410103.0
Australia,Bowen,22,Good,0,Good,22,Good,0,Good,3,Good,Bowen,Bowen,-20.0102,148.2416,Australia,AU,AUS,Queensland,,9612.0,1036979225.0
South Africa,Brandfort,76,Moderate,3,Good,16,Good,3,Good,76,Moderate,Brandfort,Brandfort,-28.7014,26.4589,South Africa,ZA,ZAF,Free State,,3143.0,1710953731.0
Brazil,Campos,55,Moderate,1,Good,16,Good,3,Good,55,Moderate,Campos,Campos,-21.7523,-41.3304,Brazil,BR,BRA,Rio de Janeiro,minor,511168.0,1076606365.0
Philippines,Carranglan,60,Moderate,1,Good,25,Good,1,Good,60,Moderate,Carranglan,Carranglan,15.9608,121.0631,Philippines,PH,PHL,Nueva Ecija,,42420.0,1608667517.0
Italy,Casalpusterlengo,76,Moderate,1,Good,34,Good,5,Good,76,Moderate,Casalpusterlengo,Casalpusterlengo,45.1778,9.65,Italy,IT,ITA,Lombardy,,15485.0,1380675259.0
Italy,Castiglione Del Lago,54,Moderate,1,Good,37,Good,4,Good,54,Moderate,Castiglione Del Lago,Castiglione del Lago,43.1271,12.0452,Italy,IT,ITA,Umbria,,15137.0,1380310295.0
Italy,Catania,73,Moderate,1,Good,33,Good,3,Good,73,Moderate,Catania,Catania,37.5027,15.0873,Italy,IT,ITA,Sicilia,minor,311584.0,1380562508.0
Liberia,Buchanan,40,Good,1,Good,23,Good,0,Good,40,Good,Buchanan,Buchanan,5.8808,-10.0467,Liberia,LR,LBR,Grand Bassa,admin,34270.0,1430478203.0
Spain,Bullas,29,Good,1,Good,21,Good,2,Good,29,Good,Bullas,Bullas,38.0497,-1.6706,Spain,ES,ESP,Murcia,,11793.0,1724151285.0
Brazil,Cajazeiras,23,Good,0,Good,14,Good,1,Good,23,Good,Cajazeiras,Cajazeiras,-6.89,-38.5619,Brazil,BR,BRA,Paraíba,minor,63239.0,1076367392.0
Italy,Campagna,49,Good,1,Good,45,Good,1,Good,49,Good,Campagna,Campagna,40.6666,15.1064,Italy,IT,ITA,Campania,,16668.0,1380576696.0
Spain,Arona,21,Good,0,Good,21,Good,1,Good,9,Good,Arona,Arona,28.1,-16.6667,Spain,ES,ESP,Canary Islands,,86624.0,1724300501.0
Italy,Arzignano,65,Moderate,1,Good,36,Good,3,Good,65,Moderate,Arzignano,Arzignano,45.5203,11.3397,Italy,IT,ITA,Veneto,,25280.0,1380567531.0
Spain,Atarfe,33,Good,1,Good,33,Good,1,Good,25,Good,Atarfe,Atarfe,37.2229,-3.6899,Spain,ES,ESP,Andalusia,,20455.0,1724936353.0
Spain,Badalona,53,Moderate,2,Good,27,Good,9,Good,53,Moderate,Badalona,Badalona,41.4489,2.2461,Spain,ES,ESP,Catalonia,,227083.0,1724090334.0
Sri Lanka,Badulla,50,Good,1,Good,26,Good,0,Good,50,Good,Badulla,Badulla,6.9847,81.0564,Sri Lanka,LK,LKA,Uva,admin,42923.0,1144962750.0
Spain,Baeza,40,Good,1,Good,30,Good,1,Good,40,Good,Baeza,Baeza,37.9833,-3.4667,Spain,ES,ESP,Andalusia,,15677.0,1724128455.0
Iraq,Baghdad,143,Unhealthy for Sensitive Groups,3,Good,143,Unhealthy for Sensitive Groups,8,Good,90,Moderate,Baghdad,Baghdad,33.3153,44.3661,Iraq,IQ,IRQ,Baghdād,primary,6183000.0,1368596238.0
Italy,Bagnacavallo,64,Moderate,1,Good,48,Good,2,Good,64,Moderate,Bagnacavallo,Bagnacavallo,44.4169,11.9761,Italy,IT,ITA,Emilia-Romagna,,16360.0,1380211099.0
Indonesia,Ciamis,60,Moderate,1,Good,36,Good,0,Good,60,Moderate,Ciamis,Ciamis,-7.3281,108.3336,Indonesia,ID,IDN,Jawa Barat,minor,99750.0,1360022009.0
Indonesia,Cilegon,182,Unhealthy,3,Good,182,Unhealthy,3,Good,145,Unhealthy for Sensitive Groups,Cilegon,Cilegon,-6.0027,106.0112,Indonesia,ID,IDN,Banten,,387543.0,1360643410.0
Italy,Civitanova Marche,56,Moderate,1,Good,46,Good,1,Good,56,Moderate,Civitanova Marche,Civitanova Marche,43.3068,13.7286,Italy,IT,ITA,Marche,,41790.0,1380527467.0
Nicaragua,Somoto,57,Moderate,1,Good,10,Good,1,Good,57,Moderate,Somoto,Somoto,13.4833,-86.5833,Nicaragua,NI,NIC,Madriz,admin,33788.0,1558605178.0
Italy,Spoltore,50,Good,2,Good,32,Good,9,Good,50,Good,Spoltore,Spoltore,42.455,14.1399,Italy,IT,ITA,Abruzzo,,19012.0,1380636388.0
Guatemala,Sumpango,124,Unhealthy for Sensitive Groups,3,Good,2,Good,11,Good,124,Unhealthy for Sensitive Groups,Sumpango,Sumpango,14.6478,-90.7347,Guatemala,GT,GTM,Sacatepéquez,minor,46082.0,1320583719.0
Philippines,Abuyog,45,Good,1,Good,21,Good,0,Good,45,Good,Abuyog,Abuyog,10.7458,125.0122,Philippines,PH,PHL,Leyte,,61216.0,1608485452.0
Mexico,Acatic,52,Moderate,1,Good,30,Good,0,Good,52,Moderate,Acatic,Acatic,20.7803,-102.91,Mexico,MX,MEX,Jalisco,minor,21530.0,1484373854.0
Germany,Achern,67,Moderate,1,Good,60,Moderate,0,Good,67,Moderate,Achern,Achern,48.6333,8.0667,Germany,DE,DEU,Baden-Württemberg,,26664.0,1276045216.0
India,Achhnera,180,Unhealthy,6,Good,45,Good,11,Good,180,Unhealthy,Achhnera,Achhnera,27.18,77.77,India,IN,IND,Uttar Pradesh,,22781.0,1356781878.0
India,Akola,154,Unhealthy,1,Good,31,Good,3,Good,154,Unhealthy,Akola,Akola,20.7,77.0,India,IN,IND,Mahārāshtra,,425817.0,1356089496.0
India,Akola,154,Unhealthy,1,Good,31,Good,3,Good,154,Unhealthy,Akola,Akola,27.0656,77.8808,India,IN,IND,Uttar Pradesh,,11351.0,1356019752.0
India,Akot,157,Unhealthy,2,Good,22,Good,4,Good,157,Unhealthy,Akot,Akot,21.1,77.06,India,IN,IND,Mahārāshtra,,92637.0,1356644864.0
India,Alampur,119,Unhealthy for Sensitive Groups,2,Good,38,Good,5,Good,119,Unhealthy for Sensitive Groups,Alampur,Alampur,26.0251,78.797,India,IN,IND,Madhya Pradesh,,12342.0,1356726047.0
