Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,city,city_ascii,Latitude,Longitude,country,iso2,iso3,admin_name,capital,population,id
Brazil,Presidente Dutra,41,Good,1,Good,5,Good,1,Good,41,Good,Presidente Dutra,Presidente Dutra,-5.29,-44.49,Brazil,BR,BRA,Maranhão,minor,45155.0,1076660845.0
Italy,Priolo Gargallo,66,Moderate,1,Good,39,Good,2,Good,66,Moderate,Priolo Gargallo,Priolo Gargallo,37.1667,15.1833,Italy,IT,ITA,Sicilia,,11249.0,1380949473.0
Poland,Przasnysz,34,Good,1,Good,34,Good,0,Good,20,Good,Przasnysz,Przasnysz,53.0167,20.8833,Poland,PL,POL,Mazowieckie,minor,16662.0,1616909392.0
Belgium,Puurs,64,Moderate,1,Good,29,Good,7,Good,64,Moderate,Puurs,Puurs,51.0761,4.2803,Belgium,BE,BEL,Flanders,,17452.0,1056438332.0
China,Qinzhou,68,Moderate,2,Good,68,Moderate,1,Good,58,Moderate,Qinzhou,Qinzhou,21.981,108.654,China,CN,CHN,Guangxi,minor,3302238.0,1156106602.0
Netherlands,Raalte,41,Good,1,Good,24,Good,6,Good,41,Good,Raalte,Raalte,52.3828,6.2828,Netherlands,NL,NLD,Overijssel,minor,37911.0,1528789271.0
France,Raismes,59,Moderate,1,Good,30,Good,4,Good,59,Moderate,Raismes,Raismes,50.3897,3.4867,France,FR,FRA,Hauts-de-France,,12140.0,1250527948.0
Italy,Ramacca,55,Moderate,1,Good,47,Good,0,Good,55,Moderate,Ramacca,Ramacca,37.3833,14.7,Italy,IT,ITA,Sicilia,,10211.0,1380742630.0
Poland,Piaseczno,28,Good,1,Good,28,Good,2,Good,28,Good,Piaseczno,Piaseczno,52.0667,21.0167,Poland,PL,POL,Mazowieckie,minor,51945.0,1616877485.0
Brazil,Pinheiral,154,Unhealthy,5,Good,0,Good,13,Good,154,Unhealthy,Pinheiral,Pinheiral,-22.5128,-44.0008,Brazil,BR,BRA,Rio de Janeiro,minor,24298.0,1076878276.0
Colombia,Plato,67,Moderate,1,Good,16,Good,2,Good,67,Moderate,Plato,Plato,9.7919,-74.7872,Colombia,CO,COL,Magdalena,minor,61856.0,1170202938.0
Romania,Poiana Mare,62,Moderate,1,Good,37,Good,1,Good,62,Moderate,Poiana Mare,Poiana Mare,43.9333,23.0833,Romania,RO,ROU,Dolj,,9047.0,1642956128.0
France,Pontarlier,56,Moderate,1,Good,35,Good,0,Good,56,Moderate,Pontarlier,Pontarlier,46.9067,6.3556,France,FR,FRA,Bourgogne-Franche-Comté,minor,17928.0,1250265545.0
Indonesia,Pontianak,44,Good,1,Good,15,Good,0,Good,44,Good,Pontianak,Pontianak,-0.0206,109.3414,Indonesia,ID,IDN,Kalimantan Barat,admin,680880.0,1360992394.0
Brazil,Porecatu,30,Good,1,Good,9,Good,2,Good,30,Good,Porecatu,Porecatu,-22.7558,-51.3789,Brazil,BR,BRA,Paraná,minor,11624.0,1076148890.0
Finland,Pori,30,Good,1,Good,30,Good,1,Good,15,Good,Pori,Pori,61.4833,21.8,Finland,FI,FIN,Satakunta,admin,84026.0,1246259412.0
Brazil,Pouso Alegre,32,Good,1,Good,7,Good,2,Good,32,Good,Pouso Alegre,Pouso Alegre,-22.2281,-45.9336,Brazil,BR,BRA,Minas Gerais,minor,152549.0,1076082333.0
India,Darbhanga,247,Very Unhealthy,3,Good,162,Unhealthy,1,Good,247,Very Unhealthy,Darbhanga,Darbhanga,26.17,85.9,India,IN,IND,Bihār,,296039.0,1356846195.0
Belgium,Deinze,36,Good,1,Good,25,Good,3,Good,36,Good,Deinze,Deinze,50.9833,3.5333,Belgium,BE,BEL,Flanders,,44315.0,1056715271.0
Haiti,Delmas,124,Unhealthy for Sensitive Groups,2,Good,15,Good,5,Good,124,Unhealthy for Sensitive Groups,Delmas,Delmas,18.55,-72.3,Haiti,HT,HTI,Ouest,,284079.0,1332257532.0
India,Dharmapuri,60,Moderate,1,Good,31,Good,1,Good,60,Moderate,Dharmapuri,Dharmapuri,12.1211,78.1582,India,IN,IND,Tamil Nādu,,64444.0,1356724448.0
Philippines,Dipolog,30,Good,1,Good,17,Good,0,Good,30,Good,Dipolog,Dipolog,8.5872,123.3408,Philippines,PH,PHL,Zamboanga del Norte,admin,138141.0,1608664300.0
Latvia,Dobele,44,Good,1,Good,34,Good,0,Good,44,Good,Dobele,Dobele,56.6258,23.2811,Latvia,LV,LVA,Dobele,admin,8589.0,1428641580.0
Netherlands,Grave,37,Good,0,Good,32,Good,2,Good,37,Good,Grave,Grave,51.7592,5.7383,Netherlands,NL,NLD,Noord-Brabant,minor,12486.0,1528377507.0
Colombia,Guamo,89,Moderate,3,Good,3,Good,6,Good,89,Moderate,Guamo,Guamo,4.0833,-74.9167,Colombia,CO,COL,Tolima,minor,31350.0,1170113847.0
Germany,Heddesheim,54,Moderate,1,Good,31,Good,3,Good,54,Moderate,Heddesheim,Heddesheim,49.5053,8.6033,Germany,DE,DEU,Baden-Württemberg,,12031.0,1276190557.0
Germany,Heiligenhaus,44,Good,1,Good,28,Good,3,Good,44,Good,Heiligenhaus,Heiligenhaus,51.3167,6.9667,Germany,DE,DEU,North Rhine-Westphalia,,26590.0,1276630818.0
Germany,Haiger,49,Good,1,Good,25,Good,3,Good,49,Good,Haiger,Haiger,50.7422,8.2039,Germany,DE,DEU,Hesse,,19596.0,1276810840.0
China,Hangzhou,203,Very Unhealthy,5,Good,203,Very Unhealthy,5,Good,151,Unhealthy,Hangzhou,Hangzhou,30.267,120.153,China,CN,CHN,Zhejiang,admin,9523000.0,1156275243.0
Germany,Harrislee,35,Good,0,Good,32,Good,0,Good,35,Good,Harrislee,Harrislee,54.7972,9.3764,Germany,DE,DEU,Schleswig-Holstein,minor,11733.0,1276177135.0
Germany,Hasbergen,36,Good,0,Good,34,Good,1,Good,36,Good,Hasbergen,Hasbergen,52.2167,7.9167,Germany,DE,DEU,Lower Saxony,,11018.0,1276722564.0
France,Haubourdin,48,Good,1,Good,28,Good,4,Good,48,Good,Haubourdin,Haubourdin,50.6097,2.9878,France,FR,FRA,Hauts-de-France,,14922.0,1250525131.0
New Zealand,Tauranga,19,Good,0,Good,19,Good,1,Good,17,Good,Tauranga,Tauranga,-37.6858,176.1667,New Zealand,NZ,NZL,Bay of Plenty,,151300.0,1554759867.0
Italy,Teano,47,Good,1,Good,47,Good,1,Good,36,Good,Teano,Teano,41.25,14.0667,Italy,IT,ITA,Campania,,11289.0,1380589250.0
India,Tekkali,155,Unhealthy,3,Good,82,Moderate,1,Good,155,Unhealthy,Tekkali,Tekkali,18.6057,84.2355,India,IN,IND,Andhra Pradesh,,30740.0,1356120719.0
Brazil,Teodoro Sampaio,46,Good,1,Good,9,Good,1,Good,46,Good,Teodoro Sampaio,Teodoro Sampaio,-22.5325,-52.1675,Brazil,BR,BRA,São Paulo,minor,23273.0,1076720221.0
Mexico,Tequila,64,Moderate,1,Good,15,Good,2,Good,64,Moderate,Tequila,Tequila,20.8828,-103.8367,Mexico,MX,MEX,Jalisco,minor,31115.0,1484763049.0
Italy,Teramo,44,Good,1,Good,44,Good,1,Good,38,Good,Teramo,Teramo,42.6589,13.7039,Italy,IT,ITA,Abruzzo,minor,51548.0,1380348976.0
China,Tianjin,142,Unhealthy for Sensitive Groups,4,Good,113,Unhealthy for Sensitive Groups,9,Good,142,Unhealthy for Sensitive Groups,Tianjin,Tianjin,39.1336,117.2054,China,CN,CHN,Tianjin,admin,10368000.0,1156174046.0
Philippines,Toboso,54,Moderate,1,Good,20,Good,0,Good,54,Moderate,Toboso,Toboso,10.72,123.52,Philippines,PH,PHL,Negros Occidental,,43445.0,1608947836.0
Japan,Tokorozawa,60,Moderate,1,Good,44,Good,3,Good,60,Moderate,Tokorozawa,Tokorozawa,35.7996,139.4686,Japan,JP,JPN,Saitama,,341289.0,1392340764.0
Mexico,Toluca,166,Unhealthy,4,Good,8,Good,19,Good,166,Unhealthy,Toluca,Toluca,19.2925,-99.6569,Mexico,MX,MEX,México,admin,2476689.0,1484124846.0
Brazil,Itapissuma,27,Good,0,Good,23,Good,1,Good,27,Good,Itapissuma,Itapissuma,-7.7764,-34.8919,Brazil,BR,BRA,Pernambuco,minor,27749.0,1076841556.0
Brazil,Itarantim,23,Good,1,Good,7,Good,1,Good,23,Good,Itarantim,Itarantim,-15.66,-40.0658,Brazil,BR,BRA,Bahia,minor,17052.0,1076145914.0
Brazil,Itumbiara,31,Good,1,Good,13,Good,0,Good,31,Good,Itumbiara,Itumbiara,-18.42,-49.2178,Brazil,BR,BRA,Goiás,minor,107970.0,1076693747.0
El Salvador,Izalco,90,Moderate,2,Good,22,Good,9,Good,90,Moderate,Izalco,Izalco,13.7333,-89.6667,El Salvador,SV,SLV,Sonsonate,,82332.0,1222502574.0
India,Jabalpur,170,Unhealthy,1,Good,38,Good,0,Good,170,Unhealthy,Jabalpur,Jabalpur,23.1667,79.9333,India,IN,IND,Madhya Pradesh,,1267564.0,1356115460.0
Brazil,Jaguaquara,22,Good,0,Good,9,Good,1,Good,22,Good,Jaguaquara,Jaguaquara,-13.5308,-39.9708,Brazil,BR,BRA,Bahia,minor,45964.0,1076420862.0
Poland,Jarocin,47,Good,1,Good,27,Good,2,Good,47,Good,Jarocin,Jarocin,51.9667,17.5,Poland,PL,POL,Wielkopolskie,minor,26399.0,1616201243.0
Philippines,Jasaan,59,Moderate,1,Good,32,Good,0,Good,59,Moderate,Jasaan,Jasaan,8.65,124.75,Philippines,PH,PHL,Misamis Oriental,,57055.0,1608206601.0
Nigeria,Ilobu,133,Unhealthy for Sensitive Groups,4,Good,23,Good,3,Good,133,Unhealthy for Sensitive Groups,Ilobu,Ilobu,7.84,4.486,Nigeria,NG,NGA,Osun,minor,118097.0,1566604971.0
Finland,Imatra,29,Good,1,Good,29,Good,1,Good,7,Good,Imatra,Imatra,61.1833,28.7667,Finland,FI,FIN,Etelä-Karjala,minor,24919.0,1246114111.0
Brazil,Indaial,73,Moderate,2,Good,2,Good,8,Good,73,Moderate,Indaial,Indaial,-26.8978,-49.2319,Brazil,BR,BRA,Santa Catarina,minor,71549.0,1076950422.0
Philippines,Indang,50,Good,0,Good,24,Good,0,Good,50,Good,Indang,Indang,14.2,120.88,Philippines,PH,PHL,Cavite,,68699.0,1608838014.0
Brazil,Itagi,25,Good,0,Good,9,Good,1,Good,25,Good,Itagi,Itagi,-14.1628,-40.0058,Brazil,BR,BRA,Bahia,minor,13803.0,1076065946.0
Nigeria,Iseyin,90,Moderate,3,Good,18,Good,2,Good,90,Moderate,Iseyin,Iseyin,7.9667,3.6,Nigeria,NG,NGA,Oyo,minor,236000.0,1566714777.0
Mexico,Isla,81,Moderate,2,Good,26,Good,3,Good,81,Moderate,Isla,Isla,18.0333,-95.5333,Mexico,MX,MEX,Veracruz,minor,43349.0,1484843047.0
Brazil,Itaitinga,29,Good,0,Good,20,Good,1,Good,29,Good,Itaitinga,Itaitinga,-3.9694,-38.5281,Brazil,BR,BRA,Ceará,minor,38325.0,1076730632.0
Brazil,Itapemirim,44,Good,1,Good,16,Good,1,Good,44,Good,Itapemirim,Itapemirim,-21.0108,-40.8339,Brazil,BR,BRA,Espírito Santo,,28121.0,1076103193.0
South Sudan,Torit,65,Moderate,1,Good,12,Good,0,Good,65,Moderate,Torit,Torit,4.4118,32.5705,South Sudan,SS,SSD,Eastern Equatoria,admin,17957.0,1728698486.0
Ireland,Tullamore,57,Moderate,1,Good,26,Good,3,Good,57,Moderate,Tullamore,Tullamore,53.2667,-7.5,Ireland,IE,IRL,Offaly,admin,14607.0,1372035774.0
Turkey,Tunceli,62,Moderate,0,Good,35,Good,0,Good,62,Moderate,Tunceli,Tunceli,39.1064,39.5472,Turkey,TR,TUR,Tunceli,admin,35161.0,1792507574.0
India,Umaria,163,Unhealthy,2,Good,92,Moderate,0,Good,163,Unhealthy,Umaria,Umaria,23.525,80.8361,India,IN,IND,Madhya Pradesh,,33114.0,1356133627.0
China,Xushan,112,Unhealthy for Sensitive Groups,2,Good,44,Good,4,Good,112,Unhealthy for Sensitive Groups,Xushan,Xushan,30.1667,121.2333,China,CN,CHN,Zhejiang,minor,1502000.0,1156046916.0
China,Yancheng,155,Unhealthy,3,Good,155,Unhealthy,2,Good,151,Unhealthy,Yancheng,Yancheng,33.35,120.1569,China,CN,CHN,Jiangsu,minor,6709629.0,1156995410.0
China,Yangliuqing,144,Unhealthy for Sensitive Groups,4,Good,109,Unhealthy for Sensitive Groups,9,Good,144,Unhealthy for Sensitive Groups,Yangliuqing,Yangliuqing,39.13,117.0142,China,CN,CHN,Tianjin,,118291.0,1156795676.0
China,Yanji,69,Moderate,2,Good,48,Good,0,Good,69,Moderate,Yanji,Yanji,42.9,129.5,China,CN,CHN,Jilin,minor,548700.0,1156405468.0
Germany,Wenden,69,Moderate,1,Good,34,Good,4,Good,69,Moderate,Wenden,Wenden,50.9667,7.8667,Germany,DE,DEU,North Rhine-Westphalia,,19604.0,1276958292.0
Belgium,Wetteren,64,Moderate,1,Good,32,Good,6,Good,64,Moderate,Wetteren,Wetteren,51.0,3.8833,Belgium,BE,BEL,Flanders,,25477.0,1056973131.0
Canada,Whitehorse,20,Good,1,Good,20,Good,1,Good,10,Good,Whitehorse,Whitehorse,60.7029,-135.0691,Canada,CA,CAN,Yukon,admin,28201.0,1124348186.0
Ireland,Wicklow,38,Good,1,Good,30,Good,3,Good,38,Good,Wicklow,Wicklow,52.9779,-6.033,Ireland,IE,IRL,Wicklow,admin,12957.0,1372662642.0
Switzerland,Wil,59,Moderate,1,Good,27,Good,3,Good,59,Moderate,Wil,Wil,47.4664,9.0497,Switzerland,CH,CHE,Sankt Gallen,minor,23955.0,1756263917.0
Germany,Wildeshausen,67,Moderate,1,Good,30,Good,5,Good,67,Moderate,Wildeshausen,Wildeshausen,52.9,8.4333,Germany,DE,DEU,Lower Saxony,,21424.0,1276599018.0
Denmark,Frederikssund,36,Good,1,Good,36,Good,0,Good,25,Good,Frederikssund,Frederikssund,55.8389,12.0676,Denmark,DK,DNK,Hovedstaden,minor,17135.0,1208511565.0
Germany,Fuldatal,44,Good,1,Good,28,Good,2,Good,44,Good,Fuldatal,Fuldatal,51.3833,9.55,Germany,DE,DEU,Hesse,,13016.0,1276357406.0
Japan,Furano,29,Good,1,Good,26,Good,1,Good,29,Good,Furano,Furano,43.35,142.3833,Japan,JP,JPN,Hokkaidō,,21071.0,1392470642.0
China,Fuzhou,168,Unhealthy,3,Good,168,Unhealthy,5,Good,99,Moderate,Fuzhou,Fuzhou,26.0743,119.2964,China,CN,CHN,Fujian,admin,3671192.0,1156188037.0
China,Fuzhou,168,Unhealthy,3,Good,168,Unhealthy,5,Good,99,Moderate,Fuzhou,Fuzhou,27.949,116.358,China,CN,CHN,Jiangxi,,3614866.0,1156915325.0
Germany,Gangelt,41,Good,1,Good,26,Good,4,Good,41,Good,Gangelt,Gangelt,50.9831,6.0,Germany,DE,DEU,North Rhine-Westphalia,,13388.0,1276133418.0
Germany,Garbsen,36,Good,0,Good,33,Good,1,Good,36,Good,Garbsen,Garbsen,52.4183,9.5981,Germany,DE,DEU,Lower Saxony,,61594.0,1276318243.0
Cameroon,Garoua,59,Moderate,2,Good,12,Good,0,Good,59,Moderate,Garoua,Garoua,9.3,13.4,Cameroon,CM,CMR,Nord,admin,600000.0,1120803808.0
Netherlands,Geertruidenberg,35,Good,0,Good,33,Good,2,Good,35,Good,Geertruidenberg,Geertruidenberg,51.7008,4.8603,Netherlands,NL,NLD,Noord-Brabant,,21770.0,1528001604.0
Australia,Geraldton,29,Good,0,Good,29,Good,0,Good,13,Good,Geraldton,Geraldton,-28.7744,114.6089,Australia,AU,AUS,Western Australia,,32717.0,1036811875.0
Germany,Germersheim,51,Moderate,1,Good,29,Good,3,Good,51,Moderate,Germersheim,Germersheim,49.2167,8.3667,Germany,DE,DEU,Rhineland-Palatinate,minor,21295.0,1276963829.0
Colombia,Girardot,103,Unhealthy for Sensitive Groups,4,Good,9,Good,6,Good,103,Unhealthy for Sensitive Groups,Girardot,Girardot,4.305,-74.8017,Colombia,CO,COL,Cundinamarca,minor,129834.0,1170838212.0
Portugal,Gondomar,27,Good,0,Good,27,Good,2,Good,21,Good,Gondomar,Gondomar,41.15,-8.5333,Portugal,PT,PRT,Porto,minor,164257.0,1620506259.0
India,Govindgarh,307,Hazardous,1,Good,45,Good,0,Good,307,Hazardous,Govindgarh,Govindgarh,24.3785,81.2964,India,IN,IND,Madhya Pradesh,,12800.0,1356190496.0
Germany,Holzminden,42,Good,0,Good,32,Good,1,Good,42,Good,Holzminden,Holzminden,51.8297,9.4483,Germany,DE,DEU,North Rhine-Westphalia,minor,20217.0,1276491992.0
Ethiopia,Huruta,102,Unhealthy for Sensitive Groups,1,Good,23,Good,0,Good,102,Unhealthy for Sensitive Groups,Huruta,Huruta,8.15,39.35,Ethiopia,ET,ETH,Oromīya,,16922.0,1231839518.0
Nigeria,Idanre,115,Unhealthy for Sensitive Groups,3,Good,24,Good,2,Good,115,Unhealthy for Sensitive Groups,Idanre,Idanre,7.0922,5.1322,Nigeria,NG,NGA,Ondo,,129795.0,1566785839.0
Italy,Iglesias,64,Moderate,1,Good,53,Moderate,1,Good,64,Moderate,Iglesias,Iglesias,39.3103,8.5372,Italy,IT,ITA,Sardegna,minor,25093.0,1380230224.0
Japan,Iizuka,45,Good,1,Good,45,Good,0,Good,38,Good,Iizuka,Iizuka,33.6467,130.6911,Japan,JP,JPN,Fukuoka,,126136.0,1392365784.0
Japan,Suzu,69,Moderate,1,Good,69,Moderate,1,Good,60,Moderate,Suzu,Suzu,37.4363,137.2605,Japan,JP,JPN,Ishikawa,,12879.0,1392003156.0
Hungary,Szeged,50,Good,1,Good,41,Good,1,Good,50,Good,Szeged,Szeged,46.25,20.1667,Hungary,HU,HUN,Csongrád-Csanád,admin,157930.0,1348655615.0
Philippines,Tagaytay,41,Good,1,Good,25,Good,1,Good,41,Good,Tagaytay,Tagaytay,14.1,120.93,Philippines,PH,PHL,Cavite,,85330.0,1608593949.0
Japan,Tajimi,52,Moderate,1,Good,34,Good,3,Good,52,Moderate,Tajimi,Tajimi,35.3328,137.1316,Japan,JP,JPN,Gifu,,106746.0,1392899702.0
Japan,Takahagi,47,Good,1,Good,47,Good,1,Good,44,Good,Takahagi,Takahagi,36.7192,140.7167,Japan,JP,JPN,Ibaraki,,27522.0,1392592116.0
Japan,Takahashi,36,Good,1,Good,36,Good,3,Good,34,Good,Takahashi,Takahashi,34.7914,133.6164,Japan,JP,JPN,Okayama,,28825.0,1392003457.0
Philippines,Talacogon,37,Good,1,Good,19,Good,0,Good,37,Good,Talacogon,Talacogon,8.45,125.79,Philippines,PH,PHL,Agusan del Sur,,39678.0,1608543218.0
Israel,Tamra,92,Moderate,2,Good,52,Moderate,8,Good,92,Moderate,Tamra,Tamra,32.8536,35.1978,Israel,IL,ISR,Northern,,34000.0,1376012882.0
Philippines,Tantangan,35,Good,1,Good,20,Good,0,Good,35,Good,Tantangan,Tantangan,6.62,124.75,Philippines,PH,PHL,South Cotabato,,45744.0,1608138127.0
Indonesia,Tarogong,88,Moderate,2,Good,53,Moderate,1,Good,88,Moderate,Tarogong,Tarogong,-7.215,107.8856,Indonesia,ID,IDN,Jawa Barat,minor,115660.0,1360293005.0
Turkey,Tatvan,45,Good,0,Good,45,Good,0,Good,43,Good,Tatvan,Tatvan,38.5022,42.2814,Turkey,TR,TUR,Bitlis,minor,79214.0,1792530559.0
China,Yuanping,143,Unhealthy for Sensitive Groups,2,Good,35,Good,5,Good,143,Unhealthy for Sensitive Groups,Yuanping,Yuanping,38.731,112.711,China,CN,CHN,Shanxi,,413922.0,1156294277.0
China,Yuncheng,187,Unhealthy,2,Good,36,Good,8,Good,187,Unhealthy,Yuncheng,Yuncheng,35.0267,111.007,China,CN,CHN,Shanxi,,4774508.0,1156705644.0
Belgium,Zaventem,58,Moderate,1,Good,29,Good,6,Good,58,Moderate,Zaventem,Zaventem,50.8667,4.4667,Belgium,BE,BEL,Flanders,,35184.0,1056786797.0
Belgium,Zemst,65,Moderate,1,Good,27,Good,8,Good,65,Moderate,Zemst,Zemst,50.9722,4.4222,Belgium,BE,BEL,Flanders,,23325.0,1056199870.0
China,Zhaozhou,73,Moderate,2,Good,66,Moderate,0,Good,73,Moderate,Zhaozhou,Zhaozhou,37.7527,114.7775,China,CN,CHN,Hebei,minor,127545.0,1156843490.0
China,Zhongshan,98,Moderate,3,Good,33,Good,9,Good,98,Moderate,Zhongshan,Zhongshan,22.517,113.3925,China,CN,CHN,Guangdong,minor,2909633.0,1156579621.0
China,Zhongshan,98,Moderate,3,Good,33,Good,9,Good,98,Moderate,Zhongshan,Zhongshan,34.9381,105.8775,China,CN,CHN,Gansu,,27147.0,1156256431.0
China,Zhuji,156,Unhealthy,4,Good,45,Good,10,Good,156,Unhealthy,Zhuji,Zhuji,29.7167,120.2333,China,CN,CHN,Zhejiang,minor,1157938.0,1156504227.0
Mexico,Zinacantepec,163,Unhealthy,4,Good,8,Good,18,Good,163,Unhealthy,Zinacantepec,Zinacantepec,19.2833,-99.7333,Mexico,MX,MEX,México,minor,136167.0,1484976252.0
Italy,Abbiategrasso,69,Moderate,1,Good,37,Good,4,Good,69,Moderate,Abbiategrasso,Abbiategrasso,45.4009,8.9185,Italy,IT,ITA,Lombardy,,32425.0,1380022331.0
Belgium,Alken,35,Good,1,Good,25,Good,3,Good,35,Good,Alken,Alken,50.8757,5.3079,Belgium,BE,BEL,Flanders,,11757.0,1056681067.0
Canada,Alma,55,Moderate,1,Good,27,Good,0,Good,55,Moderate,Alma,Alma,48.55,-71.65,Canada,CA,CAN,Quebec,,30331.0,1124138438.0
Papua New Guinea,Alotau,28,Good,0,Good,28,Good,0,Good,13,Good,Alotau,Alotau,-10.3167,150.4333,Papua New Guinea,PG,PNG,Milne Bay,admin,15939.0,1598284215.0
Madagascar,Ambovombe,26,Good,0,Good,26,Good,0,Good,20,Good,Ambovombe,Ambovombe,-25.1754,46.0882,Madagascar,MG,MDG,Toliara,minor,114230.0,1450135666.0
China,Anqiu,107,Unhealthy for Sensitive Groups,2,Good,107,Unhealthy for Sensitive Groups,5,Good,86,Moderate,Anqiu,Anqiu,36.478,119.219,China,CN,CHN,Shandong,,840553.0,1156592047.0
Madagascar,Antalaha,22,Good,0,Good,22,Good,0,Good,20,Good,Antalaha,Antalaha,-14.8833,50.2833,Madagascar,MG,MDG,Antsiranana,,67888.0,1450649394.0
Ghana,Apam,104,Unhealthy for Sensitive Groups,2,Good,14,Good,1,Good,104,Unhealthy for Sensitive Groups,Apam,Apam,5.279,-0.7397,Ghana,GH,GHA,Central,,26466.0,1288261355.0
Mexico,Apaseo El Grande,60,Moderate,1,Good,16,Good,5,Good,60,Moderate,Apaseo El Grande,Apaseo el Grande,20.5531,-100.6347,Mexico,MX,MEX,Guanajuato,minor,85319.0,1484338735.0
Armenia,Ashtarak,39,Good,1,Good,29,Good,1,Good,39,Good,Ashtarak,Ashtarak,40.2975,44.3617,Armenia,AM,ARM,Aragatsotn,admin,21600.0,1051714712.0
India,Atarra,194,Unhealthy,1,Good,44,Good,0,Good,194,Unhealthy,Atarra,Atarra,25.28,80.57,India,IN,IND,Uttar Pradesh,,47419.0,1356292876.0
Guatemala,Atescatempa,104,Unhealthy for Sensitive Groups,3,Good,5,Good,10,Good,104,Unhealthy for Sensitive Groups,Atescatempa,Atescatempa,14.175,-89.7417,Guatemala,GT,GTM,Jutiapa,minor,20033.0,1320044665.0
Italy,Atri,57,Moderate,1,Good,40,Good,3,Good,57,Moderate,Atri,Atri,42.5833,13.9833,Italy,IT,ITA,Abruzzo,,9996.0,1380722588.0
Portugal,Avintes,37,Good,1,Good,16,Good,7,Good,37,Good,Avintes,Avintes,41.1066,-8.5515,Portugal,PT,PRT,Porto,,10838.0,1620748900.0
Netherlands,Baarn,34,Good,0,Good,34,Good,1,Good,26,Good,Baarn,Baarn,52.2117,5.2875,Netherlands,NL,NLD,Utrecht,minor,24792.0,1528984547.0
Germany,Bad Langensalza,32,Good,0,Good,30,Good,1,Good,32,Good,Bad Langensalza,Bad Langensalza,51.1081,10.6467,Germany,DE,DEU,Thuringia,,17338.0,1276854476.0
Pakistan,Bahawalnagar,500,Hazardous,1,Good,38,Good,1,Good,466,Hazardous,Bahawalnagar,Bahawalnagar,29.9928,73.2536,Pakistan,PK,PAK,Punjab,minor,141935.0,1586152082.0
South Africa,Ballitoville,222,Very Unhealthy,12,Good,5,Good,14,Good,222,Very Unhealthy,Ballitoville,Ballitoville,-29.5333,31.2167,South Africa,ZA,ZAF,KwaZulu-Natal,,19234.0,1710448341.0
Thailand,Ban Phai,52,Moderate,0,Good,28,Good,0,Good,52,Moderate,Ban Phai,Ban Phai,16.06,102.731,Thailand,TH,THA,Khon Kaen,minor,28913.0,1764026556.0
Philippines,Bangued,27,Good,0,Good,23,Good,0,Good,27,Good,Bangued,Bangued,17.6,120.62,Philippines,PH,PHL,Abra,admin,50382.0,1608442037.0
Germany,Bargteheide,38,Good,0,Good,28,Good,2,Good,38,Good,Bargteheide,Bargteheide,53.7167,10.2667,Germany,DE,DEU,Schleswig-Holstein,,16320.0,1276611028.0
Pakistan,Bat Khela,117,Unhealthy for Sensitive Groups,1,Good,117,Unhealthy for Sensitive Groups,1,Good,78,Moderate,Bat Khela,Bat Khela,34.62,71.97,Pakistan,PK,PAK,Khyber Pakhtunkhwa,,73525.0,1586033847.0
Malaysia,Batu Gajah,92,Moderate,2,Good,57,Moderate,1,Good,92,Moderate,Batu Gajah,Batu Gajah,4.4692,101.0411,Malaysia,MY,MYS,Perak,,133422.0,1458671961.0
Italy,Castel Goffredo,124,Unhealthy for Sensitive Groups,2,Good,32,Good,7,Good,124,Unhealthy for Sensitive Groups,Castel Goffredo,Castel Goffredo,45.2981,10.475,Italy,IT,ITA,Lombardy,,12622.0,1380666608.0
Italy,Catanzaro,68,Moderate,2,Good,68,Moderate,6,Good,57,Moderate,Catanzaro,Catanzaro,38.91,16.5875,Italy,IT,ITA,Calabria,admin,84670.0,1380650072.0
Philippines,Catbalogan,68,Moderate,1,Good,26,Good,0,Good,68,Moderate,Catbalogan,Catbalogan,11.78,124.88,Philippines,PH,PHL,Samar,admin,106440.0,1608878798.0
Ecuador,Cayambe,39,Good,1,Good,4,Good,2,Good,39,Good,Cayambe,Cayambe,0.0439,-78.1561,Ecuador,EC,ECU,Pichincha,minor,44559.0,1218475970.0
Bosnia And Herzegovina,Cazin,50,Good,1,Good,33,Good,0,Good,50,Good,Cazin,Cazin,44.9667,15.9333,Bosnia And Herzegovina,BA,BIH,"Bosnia and Herzegovina, Federation of",minor,66149.0,1070442076.0
Italy,Cernusco Sul Naviglio,103,Unhealthy for Sensitive Groups,1,Good,33,Good,6,Good,103,Unhealthy for Sensitive Groups,Cernusco Sul Naviglio,Cernusco sul Naviglio,45.5167,9.3333,Italy,IT,ITA,Lombardy,,34848.0,1380429840.0
Italy,Cesenatico,38,Good,1,Good,36,Good,5,Good,38,Good,Cesenatico,Cesenatico,44.2012,12.4007,Italy,IT,ITA,Emilia-Romagna,,25921.0,1380296104.0
Argentina,Chacabuco,17,Good,0,Good,17,Good,1,Good,17,Good,Chacabuco,Chacabuco,-34.6333,-60.4667,Argentina,AR,ARG,Buenos Aires,minor,38418.0,1032210547.0
Peru,Chachapoyas,21,Good,0,Good,4,Good,0,Good,21,Good,Chachapoyas,Chachapoyas,-6.2167,-77.85,Peru,PE,PER,Amazonas,admin,32026.0,1604650674.0
