City,Latitude,Longitude,Country,AQI Value,AQI Category,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
sultanpur,21.30515,72.09493,India,181.0,Unhealthy,2.0,136.0,1.0,181.0
sultanpur,20.08695,76.5187,India,181.0,Unhealthy,2.0,136.0,1.0,181.0
sultanpur,26.25,82.0,India,181.0,Unhealthy,2.0,136.0,1.0,181.0
suket,24.64609,76.0417,India,159.0,Unhealthy,1.0,35.0,0.0,159.0
sujangarh,27.7,74.46667,India,500.0,Hazardous,1.0,37.0,0.0,457.0
suchindram,8.15442,77.46704,India,52.0,Moderate,0.0,23.0,0.0,52.0
suar,29.02841,79.05654,India,126.0,Unhealthy for Sensitive Groups,3.0,85.0,1.0,126.0
srivardhan,18.04592,73.01552,India,101.0,Unhealthy for Sensitive Groups,0.0,21.0,0.0,101.0
srivaikuntam,8.62931,77.91281,India,42.0,Good,0.0,28.0,0.0,42.0
sriperumbudur,12.96763,79.94197,India,116.0,Unhealthy for Sensitive Groups,3.0,40.0,4.0,116.0
srinivaspur,13.33914,78.21175,India,60.0,Moderate,0.0,26.0,0.0,60.0
srinagar,34.08565,74.80555,India,115.0,Unhealthy for Sensitive Groups,1.0,53.0,0.0,115.0
srinagar,30.22243,78.78341,India,115.0,Unhealthy for Sensitive Groups,1.0,53.0,0.0,115.0
srinagar,26.4351,74.77603,India,115.0,Unhealthy for Sensitive Groups,1.0,53.0,0.0,115.0
srinagar,25.9373,87.41205,India,115.0,Unhealthy for Sensitive Groups,1.0,53.0,0.0,115.0
srinagar,25.1802,79.77485,India,115.0,Unhealthy for Sensitive Groups,1.0,53.0,0.0,115.0
srinagar,34.08333,74.83333,India,115.0,Unhealthy for Sensitive Groups,1.0,53.0,0.0,115.0
srimushnam,11.40118,79.40384,India,69.0,Moderate,1.0,30.0,1.0,69.0
sri madhopur,27.46599,75.59736,India,283.0,Very Unhealthy,1.0,43.0,0.0,283.0
srikakulam,18.2989,83.89751,India,97.0,Moderate,2.0,42.0,3.0,97.0
srikakulam,16.19645,80.84671,India,97.0,Moderate,2.0,42.0,3.0,97.0
srikakulam,18.5,84.0,India,97.0,Moderate,2.0,42.0,3.0,97.0
soron,27.89055,78.74621,India,165.0,Unhealthy,5.0,10.0,43.0,165.0
soro,21.27851,86.68833,India,97.0,Moderate,2.0,51.0,0.0,97.0
sorada,19.76082,84.42997,India,160.0,Unhealthy,1.0,47.0,0.0,160.0
sopur,34.28671,74.47228,India,108.0,Unhealthy for Sensitive Groups,1.0,49.0,0.0,108.0
sonipat,28.99478,77.01937,India,216.0,Very Unhealthy,10.0,26.0,32.0,216.0
sonipat,29.0,76.91667,India,216.0,Very Unhealthy,10.0,26.0,32.0,216.0
songadh,21.16966,73.56357,India,107.0,Unhealthy for Sensitive Groups,1.0,24.0,2.0,107.0
sonepur,20.83333,83.91667,India,155.0,Unhealthy,2.0,49.0,1.0,155.0
sonegaon,20.62915,78.69207,India,168.0,Unhealthy,1.0,29.0,0.0,168.0
sonegaon,18.56708,75.41529,India,168.0,Unhealthy,1.0,29.0,0.0,168.0
sonari,27.02462,95.01629,India,89.0,Moderate,3.0,8.0,8.0,89.0
sonari,18.36569,75.41914,India,89.0,Moderate,3.0,8.0,8.0,89.0
sonamura,23.47547,91.2659,India,102.0,Unhealthy for Sensitive Groups,3.0,12.0,8.0,102.0
sonamukhi,23.30521,87.41336,India,159.0,Unhealthy,4.0,28.0,12.0,159.0
sompeta,18.97963,84.57992,India,154.0,Unhealthy,2.0,83.0,1.0,154.0
sompeta,18.94419,84.58449,India,154.0,Unhealthy,2.0,83.0,1.0,154.0
someshwar,29.78105,79.60568,India,68.0,Moderate,0.0,22.0,0.0,68.0
someshwar,13.49112,75.06646,India,68.0,Moderate,0.0,22.0,0.0,68.0
sojitra,22.53884,72.71984,India,155.0,Unhealthy,1.0,35.0,0.0,155.0
sojat,25.92493,73.66633,India,178.0,Unhealthy,1.0,32.0,0.0,178.0
sohna,28.24737,77.06544,India,181.0,Unhealthy,6.0,53.0,15.0,181.0
sohagpur,23.31727,81.35176,India,163.0,Unhealthy,1.0,43.0,0.0,163.0
sohagpur,22.70055,78.19522,India,163.0,Unhealthy,1.0,43.0,0.0,163.0
sohagpur,22.11836,82.7117,India,163.0,Unhealthy,1.0,43.0,0.0,163.0
sohagpur,21.59443,82.87636,India,163.0,Unhealthy,1.0,43.0,0.0,163.0
siyana,28.62717,78.06062,India,160.0,Unhealthy,3.0,127.0,1.0,160.0
siwana,25.65154,72.42243,India,241.0,Very Unhealthy,1.0,32.0,0.0,241.0
siwan,29.88699,76.35462,India,153.0,Unhealthy,4.0,153.0,1.0,152.0
siwan,26.22096,84.35609,India,153.0,Unhealthy,4.0,153.0,1.0,152.0
siwan,25.15301,83.89696,India,153.0,Unhealthy,4.0,153.0,1.0,152.0
siwan,24.12293,84.9091,India,153.0,Unhealthy,4.0,153.0,1.0,152.0
siwan,26.16667,84.5,India,153.0,Unhealthy,4.0,153.0,1.0,152.0
sivakasi,9.44999,77.79797,India,53.0,Moderate,0.0,27.0,0.0,53.0
sivagiri,11.12026,77.78811,India,65.0,Moderate,1.0,24.0,3.0,65.0
sivagiri,9.34461,77.42911,India,65.0,Moderate,1.0,24.0,3.0,65.0
sivaganga,13.17816,77.22739,India,61.0,Moderate,1.0,34.0,0.0,61.0
sivaganga,9.84701,78.48358,India,61.0,Moderate,1.0,34.0,0.0,61.0
sivaganga,13.17023,77.22269,India,61.0,Moderate,1.0,34.0,0.0,61.0
siuri,23.90806,87.52773,India,132.0,Unhealthy for Sensitive Groups,3.0,109.0,2.0,132.0
sitarganj,28.9293,79.70436,India,117.0,Unhealthy for Sensitive Groups,3.0,68.0,0.0,117.0
sitapur,27.56192,80.68265,India,188.0,Unhealthy,4.0,188.0,1.0,185.0
sitapur,23.45362,71.99371,India,188.0,Unhealthy,4.0,188.0,1.0,185.0
sitapur,27.5,80.91667,India,188.0,Unhealthy,4.0,188.0,1.0,185.0
sitamau,24.01473,75.35324,India,185.0,Unhealthy,1.0,35.0,0.0,185.0
sitamarhi,26.59357,85.4906,India,141.0,Unhealthy for Sensitive Groups,4.0,43.0,6.0,141.0
sitamarhi,26.66667,85.5,India,141.0,Unhealthy for Sensitive Groups,4.0,43.0,6.0,141.0
siswa bazar,27.14652,83.75803,India,154.0,Unhealthy,4.0,26.0,10.0,154.0
sisauli,29.41386,77.4689,India,500.0,Hazardous,1.0,47.0,1.0,500.0
sirur,19.06516,75.42753,India,97.0,Moderate,0.0,26.0,0.0,97.0
sirur,18.8276,74.37475,India,97.0,Moderate,0.0,26.0,0.0,97.0
sirur,16.09841,75.7827,India,97.0,Moderate,0.0,26.0,0.0,97.0
sirumugai,11.32137,77.00521,India,76.0,Moderate,2.0,19.0,4.0,76.0
siruguppa,15.63,76.89217,India,63.0,Moderate,0.0,26.0,0.0,63.0
sirsilla,18.38865,78.81048,India,176.0,Unhealthy,2.0,37.0,8.0,176.0
sirsi,28.63916,78.64303,India,54.0,Moderate,0.0,24.0,0.0,54.0
sirsi,26.54081,83.09552,India,54.0,Moderate,0.0,24.0,0.0,54.0
sirsi,25.01667,77.25,India,54.0,Moderate,0.0,24.0,0.0,54.0
sirsi,24.84481,82.49184,India,54.0,Moderate,0.0,24.0,0.0,54.0
sirsi,23.53217,75.13977,India,54.0,Moderate,0.0,24.0,0.0,54.0
sirsi,23.35096,82.85363,India,54.0,Moderate,0.0,24.0,0.0,54.0
sirsi,20.68121,79.16439,India,54.0,Moderate,0.0,24.0,0.0,54.0
sirsi,14.62072,74.83554,India,54.0,Moderate,0.0,24.0,0.0,54.0
sirsaganj,27.05715,78.68661,India,173.0,Unhealthy,4.0,57.0,7.0,173.0
sirsa,29.53489,75.02898,India,260.0,Very Unhealthy,1.0,47.0,0.0,239.0
sirsa,25.2634,82.0919,India,260.0,Very Unhealthy,1.0,47.0,0.0,239.0
sirsa,22.23395,86.65457,India,260.0,Very Unhealthy,1.0,47.0,0.0,239.0
sirsa,18.9347,79.94085,India,260.0,Very Unhealthy,1.0,47.0,0.0,239.0
sirsa,29.58333,75.08333,India,260.0,Very Unhealthy,1.0,47.0,0.0,239.0
sirpur,21.34771,82.18245,India,166.0,Unhealthy,2.0,55.0,0.0,166.0
sirpur,21.30021,76.38037,India,166.0,Unhealthy,2.0,55.0,0.0,166.0
sirpur,20.52987,78.38947,India,166.0,Unhealthy,2.0,55.0,0.0,166.0
sirpur,20.1698,76.95741,India,166.0,Unhealthy,2.0,55.0,0.0,166.0
sirpur,19.47953,79.57558,India,166.0,Unhealthy,2.0,55.0,0.0,166.0
sironj,24.10313,77.69055,India,154.0,Unhealthy,1.0,38.0,0.0,154.0
sirohi,24.88838,72.84794,India,193.0,Unhealthy,1.0,33.0,0.0,193.0
sirohi,24.83333,72.75,India,193.0,Unhealthy,1.0,33.0,0.0,193.0
sirmaur,24.83648,81.36448,India,171.0,Unhealthy,3.0,96.0,4.0,171.0
sirmaur,30.75,77.5,India,171.0,Unhealthy,3.0,96.0,4.0,171.0
sirhind,30.64321,76.38421,India,167.0,Unhealthy,5.0,26.0,22.0,167.0
sirathu,25.64292,81.31855,India,227.0,Very Unhealthy,1.0,47.0,0.0,227.0
sira,13.74155,76.9043,India,57.0,Moderate,0.0,21.0,0.0,57.0
sinor,21.91117,73.33974,India,153.0,Unhealthy,0.0,31.0,0.0,153.0
singur,22.80917,88.22944,India,169.0,Unhealthy,5.0,115.0,5.0,169.0
singarayakonda,15.23046,80.02794,India,89.0,Moderate,2.0,40.0,2.0,89.0
singanallur,10.99898,77.03238,India,56.0,Moderate,0.0,23.0,0.0,56.0
sindi,20.80509,78.88752,India,171.0,Unhealthy,1.0,30.0,0.0,171.0
sindhnur,15.76983,76.75581,India,83.0,Moderate,1.0,32.0,3.0,83.0
sindgi,16.91883,76.23368,India,114.0,Unhealthy for Sensitive Groups,0.0,27.0,0.0,114.0
shimla,31.10442,77.16662,India,178.0,Unhealthy,2.0,114.0,0.0,178.0
shimla,31.16667,77.58333,India,178.0,Unhealthy,2.0,114.0,0.0,178.0
simga,21.6281,81.70376,India,156.0,Unhealthy,3.0,40.0,4.0,156.0
simdega,22.61523,84.50208,India,169.0,Unhealthy,1.0,86.0,0.0,169.0
silvassa,20.27386,72.99673,India,134.0,Unhealthy for Sensitive Groups,0.0,23.0,0.0,134.0
sillod,20.30303,75.65284,India,146.0,Unhealthy for Sensitive Groups,1.0,38.0,0.0,146.0
silchar,24.82733,92.79787,India,56.0,Moderate,3.0,35.0,1.0,56.0
sikar,27.61206,75.13996,India,242.0,Very Unhealthy,2.0,32.0,6.0,242.0
sikar,27.58333,75.16667,India,242.0,Very Unhealthy,2.0,32.0,6.0,242.0
sikandra rao,27.68859,78.37985,India,178.0,Unhealthy,5.0,37.0,20.0,178.0
sikandra,27.21327,77.9474,India,242.0,Very Unhealthy,1.0,73.0,1.0,242.0
sikandra,26.36722,79.6298,India,242.0,Very Unhealthy,1.0,73.0,1.0,242.0
sikandra,25.59051,81.97743,India,242.0,Very Unhealthy,1.0,73.0,1.0,242.0
sikandra,24.95636,86.03442,India,242.0,Very Unhealthy,1.0,73.0,1.0,242.0
sikandarpur,28.24262,77.78998,India,186.0,Unhealthy,5.0,182.0,1.0,186.0
sikandarpur,26.04327,84.05298,India,186.0,Unhealthy,5.0,182.0,1.0,186.0
sikandarabad,28.45226,77.70004,India,500.0,Hazardous,2.0,42.0,3.0,500.0
sikandarabad,27.9571,80.49522,India,500.0,Hazardous,2.0,42.0,3.0,500.0
sika,23.54178,76.85602,India,50.0,Good,0.0,20.0,1.0,50.0
sijua,23.77447,86.33062,India,185.0,Unhealthy,1.0,78.0,1.0,185.0
sijua,23.77617,86.33028,India,185.0,Unhealthy,1.0,78.0,1.0,185.0
sihora,23.4871,80.10404,India,163.0,Unhealthy,4.0,39.0,5.0,163.0
sihora,21.4618,79.83612,India,163.0,Unhealthy,4.0,39.0,5.0,163.0
sihor,25.67246,78.10449,India,152.0,Unhealthy,0.0,31.0,0.0,152.0
sihor,21.71134,71.96179,India,152.0,Unhealthy,0.0,31.0,0.0,152.0
sidlaghatta,13.38896,77.86444,India,44.0,Good,0.0,22.0,1.0,44.0
sidhpura,27.63312,78.86918,India,165.0,Unhealthy,4.0,153.0,3.0,165.0
sidhi,24.4038,81.87954,India,162.0,Unhealthy,3.0,162.0,2.0,159.0
sidhi,24.25,82.0,India,162.0,Unhealthy,3.0,162.0,2.0,159.0
sidhauli,27.28202,80.8345,India,173.0,Unhealthy,3.0,173.0,2.0,171.0
sidhauli,24.92927,84.19819,India,173.0,Unhealthy,3.0,173.0,2.0,171.0
siddipet,18.10483,78.84858,India,129.0,Unhealthy for Sensitive Groups,1.0,35.0,0.0,129.0
siddhapur,23.91783,72.37212,India,168.0,Unhealthy,0.0,34.0,0.0,168.0
siddapur,14.34322,74.894,India,52.0,Moderate,0.0,23.0,0.0,52.0
sibsagar,26.98427,94.63784,India,69.0,Moderate,2.0,47.0,1.0,69.0
sibsagar,26.91636,94.65546,India,69.0,Moderate,2.0,47.0,1.0,69.0
shujalpur,23.40673,76.7098,India,192.0,Unhealthy,1.0,37.0,0.0,192.0
shrirangapattana,12.42264,76.68439,India,53.0,Moderate,1.0,24.0,0.0,53.0
shrirampur,22.75278,88.34222,India,225.0,Very Unhealthy,10.0,9.0,23.0,225.0
shrigonda,18.61527,74.69895,India,141.0,Unhealthy for Sensitive Groups,0.0,28.0,1.0,141.0
shorapur,16.521,76.75738,India,94.0,Moderate,0.0,26.0,0.0,94.0
shoranur,10.76181,76.27078,India,74.0,Moderate,1.0,24.0,1.0,74.0
sholapur,17.67152,75.91044,India,97.0,Moderate,0.0,29.0,0.0,97.0
shirwal,18.15059,73.97788,India,88.0,Moderate,0.0,23.0,0.0,88.0
shirpur,21.34821,74.88035,India,131.0,Unhealthy for Sensitive Groups,1.0,35.0,2.0,131.0
shirhatti,15.23352,75.57996,India,53.0,Moderate,0.0,23.0,0.0,53.0
shirdi,19.76616,74.47738,India,143.0,Unhealthy for Sensitive Groups,1.0,32.0,0.0,143.0
shimoga,14.05,75.16,India,55.0,Moderate,1.0,14.0,3.0,55.0
shimla,28.69275,74.57112,India,178.0,Unhealthy,2.0,114.0,0.0,178.0
shillong,25.56892,91.88313,India,101.0,Unhealthy for Sensitive Groups,2.0,42.0,0.0,101.0
shikohabad,27.108,78.58661,India,169.0,Unhealthy,4.0,167.0,1.0,169.0
shikarpur,28.28072,78.01411,India,163.0,Unhealthy,3.0,152.0,1.0,163.0
shikarpur,27.10953,84.46491,India,163.0,Unhealthy,3.0,152.0,1.0,163.0
shikarpur,24.95,80.23333,India,163.0,Unhealthy,3.0,152.0,1.0,163.0
shikarpur,23.98082,88.71973,India,163.0,Unhealthy,3.0,152.0,1.0,163.0
shikarpur,23.26049,70.66821,India,163.0,Unhealthy,3.0,152.0,1.0,163.0
shiggaon,14.99053,75.22499,India,53.0,Moderate,0.0,22.0,0.0,53.0
shertallai,9.68581,76.33996,India,84.0,Moderate,1.0,24.0,0.0,84.0
sherkot,29.32704,78.57429,India,240.0,Very Unhealthy,6.0,156.0,9.0,240.0
sherghati,24.5595,84.79162,India,151.0,Unhealthy,3.0,133.0,0.0,151.0
shergarh,30.06542,74.95033,India,168.0,Unhealthy,4.0,168.0,1.0,165.0
shergarh,28.65128,79.36815,India,168.0,Unhealthy,4.0,168.0,1.0,165.0
shergarh,27.78645,77.61274,India,168.0,Unhealthy,4.0,168.0,1.0,165.0
shergarh,26.32842,72.2963,India,168.0,Unhealthy,4.0,168.0,1.0,165.0
shergarh,24.70777,76.54099,India,168.0,Unhealthy,4.0,168.0,1.0,165.0
shergarh,23.34251,74.17088,India,168.0,Unhealthy,4.0,168.0,1.0,165.0
sheopur,25.66472,76.69616,India,254.0,Very Unhealthy,1.0,41.0,0.0,254.0
sheoganj,25.13915,73.06784,India,159.0,Unhealthy,0.0,35.0,0.0,159.0
shegaon,20.32965,79.15005,India,152.0,Unhealthy,1.0,32.0,0.0,152.0
shegaon,20.7932,76.69921,India,152.0,Unhealthy,1.0,32.0,0.0,152.0
shantipur,23.24723,88.43302,India,165.0,Unhealthy,5.0,144.0,3.0,165.0
shankargarh,25.182,81.61769,India,181.0,Unhealthy,5.0,80.0,7.0,181.0
shamsabad,27.46936,79.4386,India,500.0,Hazardous,1.0,75.0,2.0,433.0
shamsabad,27.5371,79.43796,India,500.0,Hazardous,1.0,75.0,2.0,433.0
shamsabad,27.01718,78.12358,India,500.0,Hazardous,1.0,75.0,2.0,433.0
shamsabad,23.81495,77.49567,India,500.0,Hazardous,1.0,75.0,2.0,433.0
shamli,29.4497,77.30959,India,500.0,Hazardous,4.0,77.0,9.0,426.0
shamgarh,24.18817,75.63903,India,192.0,Unhealthy,1.0,36.0,0.0,192.0
shajapur,23.42637,76.27775,India,185.0,Unhealthy,1.0,37.0,0.0,185.0
shajapur,23.5,76.25,India,185.0,Unhealthy,1.0,37.0,0.0,185.0
shahpura,27.3912,75.95956,India,169.0,Unhealthy,1.0,40.0,0.0,169.0
shahpura,25.62094,74.92487,India,169.0,Unhealthy,1.0,40.0,0.0,169.0
shahpura,23.18278,80.69965,India,169.0,Unhealthy,1.0,40.0,0.0,169.0
shahpura,23.13663,79.66402,India,169.0,Unhealthy,1.0,40.0,0.0,169.0
shahpur,32.38464,75.68939,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
shahpur,32.21406,76.18291,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
shahpur,31.96331,75.01348,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
shahpur,30.2993,76.84258,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
shahpur,29.3501,77.5516,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
shahpur,27.90246,77.51354,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
shahpur,25.60293,84.40412,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
shahpur,23.89371,79.05074,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
shahpur,23.02446,81.0038,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
shahpur,22.19526,77.90682,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
shahpur,22.15611,70.77068,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
shahpur,21.23742,76.22558,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
shahpur,17.79596,79.22882,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
shahpur,16.69605,76.8422,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
shahkot,31.08173,75.33708,India,149.0,Unhealthy for Sensitive Groups,2.0,137.0,1.0,149.0
shahjahanpur,27.99736,76.44914,India,172.0,Unhealthy,4.0,172.0,2.0,165.0
shahjahanpur,28.0,79.83333,India,172.0,Unhealthy,4.0,172.0,2.0,165.0
shahi,28.55023,79.31761,India,167.0,Unhealthy,4.0,167.0,1.0,164.0
shahgarh,28.55754,80.04934,India,188.0,Unhealthy,1.0,40.0,0.0,188.0
shahgarh,27.12059,69.89771,India,188.0,Unhealthy,1.0,40.0,0.0,188.0
shahgarh,24.31365,79.11806,India,188.0,Unhealthy,1.0,40.0,0.0,188.0
shahganj,26.04965,82.68423,India,181.0,Unhealthy,3.0,155.0,1.0,181.0
shahganj,24.70722,82.95097,India,181.0,Unhealthy,3.0,155.0,1.0,181.0
shahganj,22.84672,77.79799,India,181.0,Unhealthy,3.0,155.0,1.0,181.0
shahdol,23.29356,81.3619,India,175.0,Unhealthy,1.0,39.0,0.0,175.0
shahdol,23.5,81.5,India,175.0,Unhealthy,1.0,39.0,0.0,175.0
shahapur,19.49948,75.74879,India,171.0,Unhealthy,5.0,12.0,13.0,171.0
shahapur,19.45231,73.32572,India,171.0,Unhealthy,5.0,12.0,13.0,171.0
shahapur,15.84274,74.51504,India,171.0,Unhealthy,5.0,12.0,13.0,171.0
shahada,21.54538,74.47106,India,151.0,Unhealthy,0.0,31.0,0.0,151.0
shahada,21.45919,74.29518,India,151.0,Unhealthy,0.0,31.0,0.0,151.0
shahabad,30.16776,76.87046,India,73.0,Moderate,0.0,24.0,0.0,73.0
shahabad,28.56681,79.00956,India,73.0,Moderate,0.0,24.0,0.0,73.0
shahabad,27.6431,79.9402,India,73.0,Moderate,0.0,24.0,0.0,73.0
shahabad,21.83333,73.11667,India,73.0,Moderate,0.0,24.0,0.0,73.0
shahabad,17.16242,78.13232,India,73.0,Moderate,0.0,24.0,0.0,73.0
shahabad,17.1307,76.94361,India,73.0,Moderate,0.0,24.0,0.0,73.0
siwani,28.90909,75.61469,India,500.0,Hazardous,1.0,38.0,0.0,500.0
serula,15.54774,73.84329,India,86.0,Moderate,0.0,21.0,0.0,86.0
serchhip,23.29312,92.84679,India,31.0,Good,1.0,31.0,0.0,13.0
sedam,17.17859,77.28998,India,159.0,Unhealthy,2.0,40.0,3.0,159.0
seoni malwa,22.45046,77.4665,India,151.0,Unhealthy,0.0,38.0,0.0,151.0
seoni,31.237,77.119,India,173.0,Unhealthy,1.0,36.0,0.0,173.0
seoni,22.08503,79.55037,India,173.0,Unhealthy,1.0,36.0,0.0,173.0
seoni,22.41667,79.66667,India,173.0,Unhealthy,1.0,36.0,0.0,173.0
seondha,26.15422,78.7812,India,222.0,Very Unhealthy,1.0,62.0,0.0,222.0
seohara,29.20904,78.58837,India,134.0,Unhealthy for Sensitive Groups,3.0,95.0,1.0,134.0
sendhwa,21.68562,75.09622,India,152.0,Unhealthy,0.0,33.0,0.0,152.0
siyana,25.14192,72.68405,India,160.0,Unhealthy,3.0,127.0,1.0,160.0
semaria,23.7182,82.55999,India,158.0,Unhealthy,3.0,148.0,0.0,158.0
sehore,23.2,77.08333,India,196.0,Unhealthy,1.0,37.0,0.0,196.0
sehore,22.99114,77.12849,India,196.0,Unhealthy,1.0,37.0,0.0,196.0
sayla,22.54925,71.48324,India,158.0,Unhealthy,0.0,33.0,0.0,158.0
sawai madhopur,26.02301,76.34408,India,164.0,Unhealthy,1.0,45.0,0.0,164.0
sawai madhopur,26.18,76.4,India,164.0,Unhealthy,1.0,45.0,0.0,164.0
savda,21.11107,75.9098,India,151.0,Unhealthy,2.0,30.0,5.0,151.0
savda,21.15054,75.88938,India,151.0,Unhealthy,2.0,30.0,5.0,151.0
savanur,14.96206,75.40687,India,50.0,Good,0.0,23.0,0.0,50.0
savanur,14.97335,75.33724,India,50.0,Good,0.0,23.0,0.0,50.0
savantvadi,15.90413,73.82191,India,80.0,Moderate,0.0,22.0,0.0,80.0
sausar,21.65576,78.79669,India,175.0,Unhealthy,1.0,35.0,0.0,175.0
saurikh,27.03051,79.48813,India,209.0,Very Unhealthy,2.0,137.0,1.0,209.0
satwas,22.53628,76.68452,India,156.0,Unhealthy,1.0,36.0,0.0,156.0
sattur,15.41034,75.04527,India,62.0,Moderate,1.0,27.0,1.0,62.0
sattur,9.35592,77.92457,India,62.0,Moderate,1.0,27.0,1.0,62.0
sattenapalle,16.39381,80.15221,India,77.0,Moderate,1.0,49.0,0.0,77.0
satrikh,26.86045,81.19567,India,157.0,Unhealthy,3.0,120.0,1.0,157.0
satna,24.57726,80.82719,India,193.0,Unhealthy,1.0,47.0,0.0,193.0
satna,24.5,81.0,India,193.0,Unhealthy,1.0,47.0,0.0,193.0
satara,17.68589,73.99333,India,88.0,Moderate,1.0,24.0,3.0,88.0
satara,17.67139,73.98792,India,88.0,Moderate,1.0,24.0,3.0,88.0
satana,20.59483,74.20301,India,139.0,Unhealthy for Sensitive Groups,0.0,25.0,0.0,139.0
sasvad,18.34351,74.03102,India,76.0,Moderate,0.0,23.0,0.0,76.0
sasni,27.70287,78.08278,India,500.0,Hazardous,1.0,46.0,1.0,433.0
sasaram,24.94942,84.01645,India,171.0,Unhealthy,3.0,110.0,2.0,171.0
sarkhej,22.98297,72.50196,India,159.0,Unhealthy,1.0,40.0,0.0,159.0
sargur,11.99971,76.39611,India,30.0,Good,1.0,22.0,0.0,30.0
sardulgarh,29.69224,75.23608,India,500.0,Hazardous,1.0,40.0,1.0,500.0
sardhana,29.12414,77.70782,India,160.0,Unhealthy,3.0,124.0,1.0,160.0
sardhana,29.14551,77.61433,India,160.0,Unhealthy,3.0,124.0,1.0,160.0
sardarshahr,28.44062,74.491,India,447.0,Hazardous,1.0,49.0,0.0,355.0
sarauli,28.49404,79.09177,India,170.0,Unhealthy,4.0,168.0,1.0,170.0
sarangpur,23.56651,76.47306,India,155.0,Unhealthy,1.0,41.0,0.0,155.0
sarangarh,21.58614,83.0785,India,161.0,Unhealthy,1.0,52.0,0.0,161.0
saraipali,21.3153,83.00629,India,160.0,Unhealthy,1.0,43.0,1.0,160.0
sarai mir,26.02705,82.91843,India,154.0,Unhealthy,3.0,154.0,1.0,150.0
saraikela,22.69963,85.93126,India,171.0,Unhealthy,1.0,67.0,0.0,171.0
sapatgram,26.33732,90.1236,India,63.0,Moderate,2.0,48.0,0.0,63.0
sanwer,22.97415,75.8271,India,172.0,Unhealthy,1.0,39.0,0.0,172.0
sanquelim,15.56422,74.00799,India,84.0,Moderate,0.0,25.0,0.0,84.0
sankrail,22.54997,88.22515,India,165.0,Unhealthy,4.0,96.0,5.0,165.0
sankrail,22.56694,88.23972,India,165.0,Unhealthy,4.0,96.0,5.0,165.0
sankheda,22.17021,73.5782,India,155.0,Unhealthy,1.0,33.0,0.0,155.0
sankeshwar,16.25649,74.48195,India,77.0,Moderate,0.0,23.0,0.0,77.0
sangrur,30.24506,75.84488,India,142.0,Unhealthy for Sensitive Groups,3.0,134.0,0.0,142.0
sangrur,30.25,75.85,India,142.0,Unhealthy for Sensitive Groups,3.0,134.0,0.0,142.0
sangod,24.92707,76.28649,India,156.0,Unhealthy,1.0,45.0,0.0,156.0
sangod,15.38333,74.16667,India,156.0,Unhealthy,1.0,45.0,0.0,156.0
sangareddi,17.62477,78.08669,India,78.0,Moderate,1.0,28.0,0.0,78.0
sangamner,19.56784,74.21154,India,153.0,Unhealthy,2.0,29.0,5.0,153.0
sandur,15.08613,76.54692,India,57.0,Moderate,0.0,24.0,0.0,57.0
sandila,27.06989,80.51497,India,472.0,Hazardous,1.0,64.0,2.0,380.0
sandi,27.28867,79.9519,India,160.0,Unhealthy,3.0,55.0,6.0,160.0
sancoale,15.37794,73.90352,India,57.0,Moderate,1.0,19.0,2.0,57.0
sanchor,24.75361,71.7728,India,194.0,Unhealthy,0.0,28.0,0.0,194.0
sanawad,22.17391,76.06993,India,190.0,Unhealthy,2.0,31.0,3.0,190.0
sanaur,30.30182,76.45786,India,180.0,Unhealthy,3.0,180.0,2.0,167.0
sanand,22.99227,72.38177,India,162.0,Unhealthy,1.0,35.0,0.0,162.0
samthar,26.98809,88.51972,India,234.0,Very Unhealthy,1.0,47.0,0.0,234.0
samthar,25.84348,78.90683,India,234.0,Very Unhealthy,1.0,47.0,0.0,234.0
samrala,30.83601,76.19324,India,151.0,Unhealthy,2.0,151.0,1.0,137.0
samdari,25.81299,72.57879,India,305.0,Hazardous,1.0,33.0,0.0,265.0
sambhar,26.90806,75.19137,India,193.0,Unhealthy,0.0,38.0,0.0,193.0
sambhal,28.58498,78.56959,India,164.0,Unhealthy,5.0,33.0,9.0,164.0
sambalpur,21.9,81.73333,India,157.0,Unhealthy,2.0,72.0,1.0,157.0
sambalpur,21.46527,83.97573,India,157.0,Unhealthy,2.0,72.0,1.0,157.0
sambalpur,20.30333,81.03601,India,157.0,Unhealthy,2.0,72.0,1.0,157.0
sambalpur,21.4,83.88333,India,157.0,Unhealthy,2.0,72.0,1.0,157.0
samba,32.56245,75.11993,India,155.0,Unhealthy,3.0,125.0,0.0,155.0
samastipur,25.86222,85.77953,India,266.0,Very Unhealthy,3.0,151.0,1.0,266.0
